School,Gender,Age,Housing_Type,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Work,Father_Work,Reason_School_Choice,Legal_Responsibility,Commute_Time,Weekly_Study_Time,Extra_Educational_Support,Parental_Educational_Support,Private_Tutoring,Extracurricular_Activities,Attended_Daycare,Desire_Graduate_Education,Has_Internet,Is_Dating,Good_Family_Relationship,Free_Time_After_School,Time_with_Friends,Alcohol_Weekdays,Alcohol_Weekends,Health_Status,School_Absence,Grade_1st_Semester,Grade_2nd_Semester
Mousinho da Silveira,Female,15,Rural,Above 3,Living Together,Higher Education,Higher Education,Teacher,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,Yes,Very Poor,Very High,Very Low,Moderate,Very High,Very Good,0,13,14
Mousinho da Silveira,Female,16,Urban,Up to 3,Separated,Lower Secondary School,Lower Secondary School,Homemaker,other,Reputation,Mother,15 to 30 min,More than 10h,No,No,No,Yes,No,No,No,Yes,Very Poor,Low,Very Low,Very Low,Very Low,Very Poor,4,10,9
Mousinho da Silveira,Female,15,Rural,Up to 3,Living Together,Primary School,Primary School,Homemaker,Services,Reputation,Father,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Excellent,High,Moderate,Very Low,Low,Good,0,10,10
Mousinho da Silveira,Female,15,Rural,Up to 3,Living Together,Primary School,Primary School,other,Services,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,High,Moderate,Very Low,Low,Poor,4,6,7
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,None,Lower Secondary School,other,other,Other,Mother,15 to 30 min,Up to 2h,No,Yes,No,Yes,Yes,Yes,No,No,Fair,Low,Moderate,Very Low,Low,Poor,0,12,11
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Lower Secondary School,High School,other,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Excellent,Very High,Very High,Very Low,Moderate,Fair,2,10,11
Mousinho da Silveira,Female,15,Rural,Above 3,Living Together,High School,High School,other,Services,Course Preference,Father,15 to 30 min,Up to 2h,No,No,No,No,No,Yes,Yes,No,Good,Very Low,Moderate,Very Low,Very Low,Good,0,14,16
Mousinho da Silveira,Male,16,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,Services,Near Home,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,No,Yes,Excellent,High,Very High,High,Very High,Fair,0,7,0
Mousinho da Silveira,Male,17,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Near Home,Mother,Up to 15 min,2 to 5h,No,No,Yes,No,No,Yes,Yes,No,Good,High,Moderate,Low,High,Very Good,4,8,9
Mousinho da Silveira,Male,15,Rural,Up to 3,Living Together,Higher Education,Primary School,Health,Services,Reputation,Father,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,Moderate,High,Very Low,Low,Poor,0,12,13
Mousinho da Silveira,Male,15,Rural,Up to 3,Living Together,Higher Education,Primary School,Health,Services,Reputation,Father,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,Moderate,High,Very Low,Low,Poor,7,7,9
Mousinho da Silveira,Male,16,Rural,Above 3,Living Together,High School,Higher Education,other,Health,Other,Mother,30 min to 1h,2 to 5h,No,No,No,No,No,Yes,No,No,Fair,High,Very High,Very Low,Low,Very Good,4,9,10
Mousinho da Silveira,Male,15,Rural,Above 3,Living Together,Primary School,Primary School,other,other,Course Preference,Mother,More than 1h,2 to 5h,No,Yes,No,Yes,Yes,Yes,No,Yes,Excellent,High,Very High,Low,High,Good,8,7,9
Mousinho da Silveira,Male,15,Urban,Up to 3,Living Together,High School,High School,Homemaker,Homemaker,Reputation,Father,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,Moderate,Moderate,Very Low,Very Low,Very Good,0,11,11
Mousinho da Silveira,Male,17,Rural,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Other,Mother,30 min to 1h,Up to 2h,No,No,No,Yes,Yes,No,No,Yes,Excellent,Very High,Very High,Very High,Very High,Fair,8,8,10
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Course Preference,Mother,15 to 30 min,5 to 10h,No,No,No,Yes,Yes,Yes,Yes,Yes,Good,Low,Low,Very Low,Very Low,Good,6,16,16
Mousinho da Silveira,Female,15,Rural,Above 3,Living Together,Primary School,Lower Secondary School,other,Services,Course Preference,Mother,15 to 30 min,Up to 2h,No,No,No,No,Yes,Yes,No,No,Excellent,Very Low,Low,Very Low,Very Low,Very Poor,3,11,13
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Lower Secondary School,High School,other,Services,Course Preference,Mother,30 min to 1h,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Very High,High,Very Low,Low,Very Poor,2,15,15
Mousinho da Silveira,Male,16,Rural,Above 3,Living Together,Primary School,Lower Secondary School,other,other,Course Preference,Father,15 to 30 min,2 to 5h,No,No,No,No,Yes,Yes,No,No,Good,Moderate,Moderate,Very Low,Very Low,Very Good,0,10,11
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,30 min to 1h,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,High,Very High,Very Low,Very Low,Good,4,9,10
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,Primary School,Lower Secondary School,other,Services,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,No,No,Very Poor,Moderate,Low,Very Low,Low,Good,0,10,8
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,Primary School,Lower Secondary School,other,Services,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,No,No,Very Poor,Moderate,Low,Very Low,Low,Good,3,9,8
Mousinho da Silveira,Female,15,Urban,Above 3,Living Together,Lower Secondary School,Primary School,Homemaker,other,Near Home,Mother,Up to 15 min,2 to 5h,Yes,Yes,No,No,No,Yes,Yes,No,Good,High,Low,Moderate,Moderate,Poor,0,9,10
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Course Preference,Father,Up to 15 min,2 to 5h,No,Yes,No,No,No,Yes,No,Yes,Excellent,High,Moderate,Low,Very Low,Poor,0,13,14
Mousinho da Silveira,Male,17,Rural,Up to 3,Living Together,Primary School,Lower Secondary School,Homemaker,Services,Reputation,Mother,Up to 15 min,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,Very High,Very High,Very High,Very High,Fair,4,10,11
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Primary School,Primary School,other,other,Near Home,Father,More than 1h,More than 10h,No,Yes,No,No,No,Yes,Yes,No,Good,Moderate,Low,Very Low,Very Low,Very Poor,0,13,10
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Other,Father,More than 1h,5 to 10h,Yes,Yes,No,No,Yes,Yes,No,No,Good,High,Moderate,Very Low,Very Low,Very Good,2,10,9
Mousinho da Silveira,Female,15,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Near Home,Father,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Very Low,Poor,1,11,10
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Other,Mother,15 to 30 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,Yes,Good,Low,Low,High,Moderate,Poor,0,13,12
Mousinho da Silveira,Female,15,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,Homemaker,Course Preference,Father,30 min to 1h,2 to 5h,No,Yes,No,No,Yes,Yes,No,No,Good,Low,Very Low,Very Low,Low,Poor,0,13,14
Mousinho da Silveira,Female,15,Rural,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Other,Father,Up to 15 min,5 to 10h,Yes,Yes,No,No,Yes,Yes,No,No,Good,High,Moderate,Low,Low,Very Good,2,14,11
Mousinho da Silveira,Male,16,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Other,Father,15 to 30 min,Up to 2h,No,No,No,Yes,Yes,Yes,No,No,Fair,High,High,Moderate,High,Very Good,6,11,11
Mousinho da Silveira,Female,18,Urban,Above 3,Living Together,Primary School,Lower Secondary School,other,other,Course Preference,Father,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Fair,High,High,Low,Moderate,Very Good,9,9,8
Mousinho da Silveira,Male,15,Urban,Above 3,Living Together,High School,Primary School,other,Services,Near Home,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,No,No,Fair,Low,Moderate,Very Low,Moderate,Good,0,10,9
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,Services,Course Preference,Father,30 min to 1h,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,Moderate,High,Very Low,Very Low,Poor,1,14,13
Mousinho da Silveira,Male,15,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Health,other,Reputation,Mother,30 min to 1h,Up to 2h,No,No,No,No,Yes,Yes,No,No,Good,Moderate,Moderate,Very Low,Low,Good,1,13,12
Mousinho da Silveira,Male,16,Urban,Above 3,Living Together,Higher Education,Higher Education,other,Teacher,Course Preference,Father,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,No,Yes,Good,Moderate,Very Low,Very Low,Very Low,Fair,0,13,12
Mousinho da Silveira,Female,15,Rural,Above 3,Living Together,High School,High School,Services,other,Reputation,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Very High,High,Very Low,Very Low,Very Poor,4,13,12
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,No,Yes,No,No,Good,High,High,Low,Moderate,Very Good,2,12,11
Mousinho da Silveira,Female,16,Rural,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Near Home,Father,30 min to 1h,Up to 2h,No,Yes,No,Yes,Yes,Yes,No,Yes,Good,Moderate,Low,Very Low,Very Low,Good,0,14,14
Mousinho da Silveira,Male,16,Urban,Up to 3,Living Together,Lower Secondary School,Primary School,Homemaker,Services,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,No,Poor,High,Moderate,Low,Moderate,Good,4,10,8
Mousinho da Silveira,Male,15,Rural,Up to 3,Living Together,Primary School,High School,Homemaker,other,Reputation,Father,30 min to 1h,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Low,High,Moderate,Very High,Fair,2,10,11
Mousinho da Silveira,Female,15,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,Services,Course Preference,Mother,15 to 30 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,No,No,Excellent,Moderate,Low,Very Low,Very Low,Good,0,12,13
Mousinho da Silveira,Female,16,Rural,Up to 3,Living Together,Lower Secondary School,Primary School,other,other,Near Home,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,Yes,Excellent,High,Moderate,Very Low,Very Low,Very Good,2,10,8
Mousinho da Silveira,Male,15,Urban,Above 3,Living Together,High School,High School,Services,Services,Course Preference,Father,15 to 30 min,Up to 2h,No,Yes,No,Yes,No,Yes,Yes,No,Good,Moderate,Moderate,Low,High,Fair,11,12,10
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Course Preference,Father,15 to 30 min,2 to 5h,Yes,Yes,No,No,Yes,Yes,No,No,Fair,High,Moderate,Very Low,Very Low,Very Poor,0,7,7
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,Homemaker,Course Preference,Mother,Up to 15 min,Up to 2h,No,Yes,No,Yes,Yes,No,No,No,Good,Very High,Moderate,Very Low,Very Low,Very Good,4,9,9
Mousinho da Silveira,Female,19,Urban,Above 3,Living Together,Lower Secondary School,High School,Homemaker,Services,Course Preference,Other,Up to 15 min,Up to 2h,No,No,No,No,Yes,No,Yes,Yes,Good,High,High,Very Low,Very Low,Poor,0,9,9
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Lower Secondary School,Primary School,Homemaker,other,Course Preference,Mother,30 min to 1h,Up to 2h,No,Yes,No,Yes,Yes,No,No,Yes,Excellent,Very High,Moderate,Very Low,Very Low,Fair,2,9,10
Mousinho da Silveira,Female,15,Rural,Up to 3,Living Together,Primary School,Primary School,Homemaker,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,No,No,Yes,Excellent,Low,Very Low,Very Low,Moderate,Good,0,9,10
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Father,30 min to 1h,2 to 5h,No,Yes,No,No,Yes,No,Yes,No,Fair,High,Very High,Very Low,Low,Very Poor,1,9,10
Mousinho da Silveira,Female,16,Urban,Up to 3,Separated,Lower Secondary School,Lower Secondary School,other,other,Near Home,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,No,No,No,Good,Moderate,High,Very Low,Low,Very Poor,6,7,7
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Very High,Very Low,Low,Good,0,11,10
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,Services,Course Preference,Father,Up to 15 min,Up to 2h,No,Yes,Yes,Yes,No,Yes,Yes,No,Good,High,Moderate,Very Low,High,Fair,1,9,10
Mousinho da Silveira,Female,18,Rural,Up to 3,Separated,High School,Lower Secondary School,other,other,Course Preference,Other,15 to 30 min,5 to 10h,No,Yes,No,No,No,No,No,Yes,Fair,Moderate,Low,Very Low,Very Low,Poor,6,7,9
Mousinho da Silveira,Female,19,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,Services,Course Preference,Mother,Up to 15 min,5 to 10h,No,No,No,Yes,Yes,No,No,Yes,Excellent,Moderate,Very Low,Very Low,Very Low,Fair,6,7,9
Mousinho da Silveira,Male,18,Rural,Above 3,Living Together,Primary School,Primary School,other,other,Near Home,Mother,15 to 30 min,Up to 2h,No,No,No,Yes,Yes,No,Yes,No,Good,High,Moderate,Moderate,High,Good,0,8,9
Mousinho da Silveira,Female,18,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,Homemaker,Course Preference,Mother,15 to 30 min,Up to 2h,No,No,No,No,No,No,Yes,Yes,Fair,Low,Moderate,Very Low,Very Low,Poor,4,9,11
Mousinho da Silveira,Female,19,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Course Preference,Other,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Very Poor,Very Low,High,High,Very Low,Very Poor,12,7,8
Mousinho da Silveira,Female,16,Rural,Above 3,Separated,Lower Secondary School,Lower Secondary School,Health,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,No,No,No,No,Yes,No,Yes,Fair,Moderate,Low,Very Low,Very Low,Fair,2,8,10
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,None,Primary School,other,Homemaker,Course Preference,Father,15 to 30 min,Up to 2h,No,No,No,Yes,No,Yes,No,No,Poor,High,High,Moderate,Very High,Very Good,5,9,9
Mousinho da Silveira,Female,16,Rural,Up to 3,Living Together,Primary School,Lower Secondary School,Homemaker,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,No,Yes,No,Good,High,Very High,Very Low,Moderate,Fair,0,8,9
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,High School,High School,other,other,Reputation,Mother,Up to 15 min,Up to 2h,No,No,No,Yes,Yes,No,Yes,Yes,Good,Very High,High,Very Low,Very Low,Good,0,14,13
Mousinho da Silveira,Female,16,Rural,Up to 3,Living Together,Primary School,Primary School,Services,Services,Near Home,Mother,Up to 15 min,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,High,High,Low,Low,Good,2,14,14
Mousinho da Silveira,Male,17,Urban,Above 3,Living Together,High School,High School,Services,Homemaker,Course Preference,Mother,15 to 30 min,More than 10h,No,Yes,Yes,Yes,Yes,Yes,No,No,Excellent,High,Very High,Moderate,High,Very Good,0,10,11
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,Lower Secondary School,Primary School,other,Services,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Excellent,Moderate,Moderate,Very Low,Very Low,Very Poor,0,14,13
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Services,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Good,Low,Very High,Very Low,Low,Very Good,0,17,16
Mousinho da Silveira,Male,17,Urban,Above 3,Living Together,Primary School,Lower Secondary School,other,other,Course Preference,Father,Up to 15 min,Up to 2h,No,Yes,No,Yes,Yes,No,Yes,Yes,Excellent,Moderate,Very High,Very High,Very High,Very Poor,12,6,7
Mousinho da Silveira,Male,16,Urban,Up to 3,Living Together,Higher Education,High School,other,other,Course Preference,Father,Up to 15 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Low,Very High,Very Low,Very High,Very Good,8,14,12
Mousinho da Silveira,Male,17,Rural,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Other,Mother,30 min to 1h,More than 10h,No,Yes,No,No,Yes,Yes,No,No,Very Poor,Moderate,Very High,Moderate,Very High,Fair,2,10,8
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Course Preference,Other,Up to 15 min,More than 10h,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Poor,Low,Very Low,Very Low,Very Low,Very Good,0,14,14
Mousinho da Silveira,Female,19,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Near Home,Mother,Up to 15 min,5 to 10h,No,No,No,No,Yes,Yes,Yes,Yes,Excellent,High,Very High,Very Low,Very Low,Very Poor,0,12,13
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Reputation,Mother,15 to 30 min,Up to 2h,No,Yes,No,Yes,No,Yes,Yes,Yes,Good,High,Very High,Very Low,Low,Very Good,0,11,11
Mousinho da Silveira,Female,20,Urban,Above 3,Living Together,High School,High School,Homemaker,Services,Other,Mother,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Fair,Moderate,High,Low,High,Fair,8,11,9
Mousinho da Silveira,Female,17,Urban,Up to 3,Living Together,Primary School,Primary School,other,Services,Course Preference,Father,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,No,Yes,Good,Moderate,Moderate,Very Low,Very Low,Fair,0,11,11
Mousinho da Silveira,Male,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,30 min to 1h,Up to 2h,No,Yes,No,No,No,Yes,Yes,No,Good,High,Very High,Very Low,Low,Very Good,0,10,9
Mousinho da Silveira,Female,16,Rural,Up to 3,Living Together,Primary School,Primary School,Homemaker,other,Course Preference,Father,30 min to 1h,2 to 5h,No,Yes,No,No,Yes,Yes,No,No,Excellent,Moderate,Low,Very Low,Very Low,Very Poor,0,16,17
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Reputation,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,No,No,Excellent,Moderate,Low,Very Low,Very Low,Very Poor,0,15,17
Mousinho da Silveira,Female,17,Urban,Above 3,Separated,Primary School,None,other,other,Other,Mother,15 to 30 min,2 to 5h,No,No,No,No,Yes,Yes,Yes,Yes,Good,High,Very High,Very Low,Very Low,Good,1,11,9
Mousinho da Silveira,Female,18,Rural,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Other,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Moderate,Low,Very Low,Very Low,Very Good,9,7,7
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,High School,Primary School,other,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,No,Fair,Very Low,Moderate,Very Low,Moderate,Very Poor,0,8,6
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,High School,Lower Secondary School,Services,Homemaker,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Fair,Very Low,Moderate,Very Low,High,Fair,2,7,6
Mousinho da Silveira,Female,18,Urban,Up to 3,Living Together,Primary School,Primary School,other,Homemaker,Reputation,Mother,15 to 30 min,2 to 5h,Yes,No,No,No,Yes,Yes,No,No,Poor,Moderate,Very High,Very Low,High,Fair,8,9,8
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Higher Education,Higher Education,Health,Teacher,Reputation,Father,Up to 15 min,2 to 5h,No,No,No,Yes,No,Yes,Yes,Yes,Good,Moderate,Moderate,Low,Moderate,Poor,0,14,16
Mousinho da Silveira,Female,16,Rural,Up to 3,Living Together,Primary School,Lower Secondary School,other,other,Reputation,Mother,15 to 30 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,No,Excellent,High,Very High,Very Low,High,Poor,0,14,14
Mousinho da Silveira,Female,18,Urban,Above 3,Separated,Lower Secondary School,Higher Education,other,Services,Reputation,Father,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Poor,Moderate,Low,Very Low,Moderate,Very Poor,8,8,5
Mousinho da Silveira,Male,16,Rural,Above 3,Living Together,Lower Secondary School,Primary School,other,Services,Reputation,Mother,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,No,Excellent,Low,Very Low,Very Low,Very Low,Poor,0,8,7
Mousinho da Silveira,Female,16,Urban,Up to 3,Living Together,Primary School,Primary School,Homemaker,other,Other,Mother,30 min to 1h,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Low,Very Low,Moderate,Very Good,6,6,8
Mousinho da Silveira,Female,16,Rural,Above 3,Living Together,Lower Secondary School,High School,Homemaker,Services,Other,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Fair,Moderate,Moderate,Very Low,Very Low,Poor,0,8,10
Mousinho da Silveira,Female,16,Urban,Above 3,Living Together,Higher Education,Higher Education,Health,Health,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Moderate,High,Very Low,Low,Fair,4,8,8
Mousinho da Silveira,Male,18,Urban,Up to 3,Living Together,Higher Education,Higher Education,Homemaker,Health,Near Home,Mother,Up to 15 min,More than 10h,No,Yes,No,Yes,Yes,No,Yes,Yes,Excellent,Very High,Very High,Very High,Very High,Very Good,2,5,6
Mousinho da Silveira,Female,16,Rural,Up to 3,Living Together,High School,Higher Education,Homemaker,other,Other,Mother,30 min to 1h,2 to 5h,No,Yes,No,No,No,Yes,No,No,Good,Low,Very Low,Very Low,Very Low,Poor,2,7,9
Mousinho da Silveira,Male,17,Urban,Up to 3,Living Together,Higher Education,Higher Education,other,Services,Near Home,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,No,Good,High,Moderate,Very Low,Low,Very Good,0,15,14
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Higher Education,Primary School,other,other,Other,Mother,Up to 15 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,Yes,Good,Low,Moderate,Very Low,Low,Very Good,1,13,14
Mousinho da Silveira,Male,16,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Other,Mother,More than 1h,5 to 10h,No,No,No,No,Yes,Yes,No,No,Excellent,Very Low,Moderate,Low,Low,Fair,0,10,9
Mousinho da Silveira,Female,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,other,Other,Mother,Up to 15 min,Up to 2h,No,Yes,Yes,No,Yes,Yes,Yes,No,Excellent,Very Low,Moderate,Very Low,Low,Very Good,5,9,9
Mousinho da Silveira,Female,16,Urban,Up to 3,Living Together,Higher Education,Higher Education,Services,Services,Other,Father,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,No,No,Excellent,Very Low,Moderate,Very Low,Low,Very Good,1,11,11
Mousinho da Silveira,Male,17,Urban,Above 3,Living Together,High School,High School,Services,Services,Near Home,Mother,Up to 15 min,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Very Low,High,Very High,Very High,Fair,8,7,10
Mousinho da Silveira,Male,17,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,Services,Other,Mother,30 min to 1h,2 to 5h,No,No,No,No,Yes,Yes,Yes,Yes,Excellent,Very Low,Moderate,Moderate,Moderate,Very Poor,0,10,10
Mousinho da Silveira,Male,16,Urban,Above 3,Living Together,Lower Secondary School,Primary School,Health,Services,Other,Mother,15 to 30 min,2 to 5h,No,No,No,No,No,Yes,Yes,Yes,Good,Low,Low,Very Low,High,Very Good,2,9,7
Mousinho da Silveira,Female,16,Urban,Up to 3,Living Together,Lower Secondary School,Primary School,other,Services,Other,Mother,Up to 15 min,2 to 5h,No,No,No,No,Yes,Yes,Yes,Yes,Fair,Low,Low,Very Low,Very Low,Fair,0,14,15
Mousinho da Silveira,Male,16,Urban,Up to 3,Living Together,Higher Education,Higher Education,Teacher,Health,Other,Father,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Very Low,Low,Low,Very High,Very Good,0,11,12
Mousinho da Silveira,Male,15,Rural,Above 3,Living Together,Primary School,Lower Secondary School,other,Services,Course Preference,Mother,30 min to 1h,2 to 5h,No,Yes,No,Yes,Yes,Yes,No,No,Excellent,Very High,Very High,Very Low,Moderate,Very Good,11,9,11
Mousinho da Silveira,Male,15,Urban,Up to 3,Separated,Lower Secondary School,Lower Secondary School,other,other,Reputation,Mother,30 min to 1h,More than 10h,No,Yes,No,Yes,Yes,Yes,No,No,Excellent,High,Very High,Low,Moderate,Very Good,8,13,14
Mousinho da Silveira,Male,15,Urban,Up to 3,Separated,Lower Secondary School,Primary School,Services,Services,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Low,Very Good,11,12,13
Mousinho da Silveira,Female,16,Rural,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,No,Yes,No,Yes,Good,Moderate,Moderate,Low,Low,Very Good,2,11,11
Mousinho da Silveira,Female,16,Urban,Up to 3,Living Together,Higher Education,Primary School,other,other,Near Home,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Very Poor,Low,High,Low,Low,Very Poor,8,9,10
Mousinho da Silveira,Female,17,Urban,Above 3,Living Together,High School,Lower Secondary School,Homemaker,other,Near Home,Mother,15 to 30 min,Up to 2h,No,No,No,No,Yes,Yes,No,Yes,Good,Moderate,Moderate,Low,Low,Very Poor,5,9,11
